student_id,age,gender,class_year,previous_gpa,prior_course_grade,attendance_rate,absence_hours,study_hours_week,weekly_questions,quiz_average,assignment_average,assignment_on_time,midterm,practice_test_score,lms_login_count,video_watch_minutes,motivation,self_efficacy,academic_anxiety,time_management,self_regulation,preferred_learning_type,recommendation_completion_rate,conceptual_understanding,problem_solving,application_skills,critical_thinking,advanced_topics,weakest_topic,learning_risk_score,learning_risk_level,recommended_activity,recommended_duration_min,expected_learning_gain,final_grade
10760,23,M,4,2.8,72.4,98.6,1.9,8.4,423,75.2,90.4,80.7,68.6,58.6,38,414,2.96,3.56,2.29,4.94,4.54,Video,68.1,96.2,71.7,81.9,78.4,64.6,Advanced Topics,26.0,Low,Advanced Practice,20,5.89,72.1
10761,20,F,3,2.7,66.2,68.5,16.3,8.4,258,72.9,78.0,59.9,64.0,54.1,27,354,3.58,3.52,4.49,3.49,2.61,Video,44.8,72.4,72.4,66.5,74.8,67.8,Application Skills,39.8,Medium,Application Exercise,25,3.36,55.0
10762,22,F,1,1.44,30.0,59.2,22.5,2.0,0,38.9,50.2,49.4,27.5,32.0,2,62,3.14,1.84,2.78,2.23,1.48,Video,32.2,35.8,40.3,53.4,54.5,11.8,Advanced Topics,60.7,High,Advanced Practice,30,0.0,34.8
10763,27,M,1,2.32,68.2,66.1,17.5,7.5,209,71.2,78.0,64.1,78.6,83.2,20,219,3.93,3.78,1.0,2.71,2.69,Video,54.2,92.6,82.0,81.8,76.6,85.4,Critical Thinking,26.6,Low,Critical Thinking Activity,20,3.25,67.4
10764,21,F,4,2.82,49.0,75.0,14.0,5.9,211,71.7,60.6,63.0,63.7,50.8,27,263,3.04,2.4,2.36,2.57,3.37,Video,56.4,74.4,67.0,65.4,65.4,70.2,Application Skills,38.4,Medium,Application Exercise,25,4.94,53.2
10765,24,F,2,1.71,55.7,81.6,13.2,7.5,239,61.1,68.1,55.5,45.5,48.6,27,359,2.66,1.88,3.43,2.96,2.46,Video,36.8,64.8,70.8,54.8,59.7,65.2,Application Skills,43.1,Medium,Application Exercise,25,3.39,60.7
10766,20,F,1,1.99,42.3,57.3,25.4,3.6,104,39.5,53.0,59.3,34.0,49.7,11,163,1.89,1.61,3.63,1.34,1.83,Video,15.1,58.4,46.3,44.9,46.9,27.4,Advanced Topics,59.8,Medium,Advanced Practice,30,2.95,38.9
10767,21,M,3,2.09,31.2,60.0,23.0,2.2,129,45.0,48.9,59.9,34.1,48.5,16,231,3.54,2.02,2.43,2.8,1.83,Video,35.3,47.6,51.3,52.6,46.0,40.4,Advanced Topics,54.3,Medium,Advanced Practice,25,1.72,44.9
10768,25,F,3,1.69,46.6,68.9,16.1,5.8,125,56.7,55.4,74.5,32.8,59.8,31,145,3.39,3.11,2.91,2.15,3.17,Video,57.7,50.6,60.6,54.4,49.9,45.2,Advanced Topics,47.7,Medium,Advanced Practice,25,5.22,52.3
10769,20,F,3,2.6,60.9,66.4,20.0,5.7,154,62.2,55.2,53.5,55.8,62.9,18,237,2.41,2.53,3.53,2.94,2.85,Video,40.3,70.0,65.0,74.9,61.7,75.6,Critical Thinking,45.1,Medium,Critical Thinking Activity,25,2.26,51.1
10770,25,M,1,3.78,99.6,98.2,0.0,11.7,399,100.0,100.0,87.7,100.0,100.0,30,450,4.94,5.0,2.58,4.63,4.99,Video,84.5,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,5.3,Low,Concept Review,25,4.43,100.0
10771,23,F,1,2.95,61.1,77.5,11.9,2.7,139,59.5,59.9,91.3,63.2,54.1,22,365,2.63,2.85,2.28,3.02,2.5,Video,49.0,93.0,64.8,74.3,73.7,53.1,Advanced Topics,37.4,Medium,Advanced Practice,35,1.37,62.8
10772,20,F,4,2.46,70.5,91.0,6.1,9.8,327,62.3,76.5,67.0,65.5,79.7,27,387,3.82,3.29,1.0,2.87,3.37,Video,61.7,73.2,71.6,69.8,49.7,89.2,Critical Thinking,26.8,Low,Critical Thinking Activity,25,2.26,71.6
10773,23,F,1,2.25,81.5,63.4,21.6,7.9,194,74.5,86.8,68.7,61.4,60.6,20,459,2.57,3.61,2.34,2.08,2.24,Video,28.0,99.2,79.5,60.3,65.6,70.9,Application Skills,33.4,Low,Application Exercise,25,3.89,64.9
10774,24,F,3,2.42,69.2,100.0,1.3,7.7,394,75.6,69.9,77.7,71.0,54.9,34,306,3.78,4.11,2.4,4.2,3.86,Video,61.4,77.2,89.2,88.8,67.1,84.6,Critical Thinking,25.4,Low,Critical Thinking Activity,20,2.57,70.3
10775,23,M,3,2.59,56.2,52.7,26.6,0.5,29,58.1,56.6,45.1,61.7,52.1,1,113,2.2,3.41,3.02,2.4,1.86,Video,11.2,86.6,77.1,90.6,55.5,76.6,Critical Thinking,45.1,Medium,Critical Thinking Activity,25,1.89,51.6
10776,18,F,3,2.0,40.2,45.0,29.9,1.7,70,49.1,51.1,68.4,46.2,55.6,4,127,2.95,2.27,2.93,1.94,2.05,Video,36.8,53.2,44.5,56.4,48.0,45.5,Problem Solving,53.3,Medium,Practice Questions,35,2.13,45.6
10777,20,F,2,3.1,83.4,76.5,14.0,5.6,227,85.4,95.2,72.9,84.9,82.8,24,327,3.54,4.05,2.72,3.17,3.08,Video,38.5,87.4,89.3,100.0,89.6,87.3,Advanced Topics,21.9,Low,Advanced Practice,20,3.26,80.5
10778,21,M,1,2.69,70.0,89.4,3.9,11.5,356,98.6,100.0,89.2,100.0,100.0,26,410,3.84,5.0,3.17,3.81,4.04,Video,54.3,100.0,100.0,87.0,100.0,100.0,Application Skills,9.7,Low,Application Exercise,30,6.78,93.1
10779,21,M,3,1.92,43.7,65.5,17.3,2.1,143,55.1,64.0,58.4,38.2,33.2,20,333,3.18,2.32,2.5,3.2,2.35,Video,28.3,55.5,57.4,41.0,42.0,24.0,Advanced Topics,49.3,Medium,Advanced Practice,30,1.81,51.0
10780,23,M,4,2.81,51.4,66.0,18.8,2.4,188,64.2,69.6,79.3,50.4,58.6,8,236,3.3,2.97,3.72,3.55,3.44,Video,49.4,64.8,73.5,67.1,52.4,47.2,Advanced Topics,43.3,Medium,Advanced Practice,30,5.0,62.3
10781,22,F,4,2.59,43.9,81.3,10.6,0.5,203,51.6,52.7,84.2,63.1,55.5,13,165,1.7,1.91,2.91,2.58,2.62,Video,26.5,52.6,48.9,69.7,51.2,60.6,Problem Solving,42.9,Medium,Practice Questions,25,2.68,58.9
10782,19,F,1,2.32,50.2,73.9,10.7,11.3,309,72.0,90.9,75.5,63.5,58.5,17,306,3.53,3.1,2.43,3.85,2.75,Video,51.9,74.2,80.1,68.1,76.4,84.8,Application Skills,29.9,Low,Application Exercise,25,3.39,73.7
10783,22,M,1,3.01,79.0,92.4,5.1,6.9,272,90.2,83.2,89.6,65.4,83.2,29,343,4.06,4.11,2.94,3.88,3.19,Video,52.6,96.5,92.4,84.7,90.0,78.9,Advanced Topics,21.5,Low,Advanced Practice,20,7.44,86.7
10784,23,M,4,2.35,55.0,64.9,20.9,2.9,120,62.5,67.0,52.5,46.1,52.7,19,396,2.62,2.24,3.26,2.3,2.76,Video,25.8,63.2,56.1,58.4,53.3,54.4,Critical Thinking,48.4,Medium,Critical Thinking Activity,25,0.55,49.9
10785,23,F,3,3.94,95.1,94.2,3.0,11.6,483,100.0,100.0,90.0,94.2,100.0,34,551,3.52,4.79,3.43,3.7,4.48,Video,66.4,100.0,100.0,98.9,100.0,100.0,Application Skills,10.7,Low,Application Exercise,20,7.44,94.2
10786,24,F,4,3.27,83.8,82.9,14.1,6.6,297,96.1,85.8,85.9,87.2,66.6,23,335,2.93,3.6,1.56,3.41,3.85,Video,55.5,100.0,87.1,98.2,94.1,80.5,Advanced Topics,14.7,Low,Advanced Practice,30,5.61,89.0
10787,23,F,1,2.53,66.8,57.9,21.8,1.9,78,72.6,82.1,52.2,56.9,75.9,16,165,2.06,3.89,3.11,2.98,2.37,Video,32.5,85.5,79.4,70.0,80.8,57.2,Advanced Topics,37.6,Medium,Advanced Practice,25,1.91,67.1
10788,23,M,3,2.74,89.2,87.3,6.3,6.4,316,92.1,89.7,85.3,84.2,78.8,29,499,3.89,4.48,1.71,3.49,3.39,Video,58.3,100.0,73.4,100.0,100.0,88.9,Problem Solving,15.8,Low,Practice Questions,20,6.8,84.4
10789,21,F,3,2.99,79.1,87.1,6.3,5.5,247,71.1,92.6,91.6,73.6,65.7,28,437,2.95,3.91,2.42,3.93,3.88,Video,59.6,71.9,84.8,72.6,83.9,81.4,Conceptual Understanding,24.1,Low,Concept Review,20,2.02,83.3
10790,18,F,3,2.4,44.7,70.5,16.0,4.6,180,65.0,67.4,75.7,39.5,54.3,12,13,2.64,2.9,3.26,2.58,2.81,Quiz,47.3,54.6,68.5,67.2,65.5,51.0,Advanced Topics,47.2,Medium,Advanced Practice,30,2.72,49.5
10791,22,F,2,2.04,65.3,84.8,7.7,0.5,76,54.9,53.0,61.3,51.1,53.5,18,259,2.73,2.59,2.36,2.43,2.71,Video,45.6,53.5,65.5,61.6,48.9,62.0,Critical Thinking,42.2,Medium,Critical Thinking Activity,30,1.55,59.1
10792,22,M,1,2.71,65.1,65.8,16.0,7.3,182,80.0,65.4,63.5,65.0,71.9,15,240,2.2,3.34,1.81,1.6,2.34,Video,28.8,100.0,79.7,95.6,74.4,74.9,Critical Thinking,31.0,Low,Critical Thinking Activity,25,3.1,65.6
10793,22,M,3,3.13,72.2,80.3,9.7,11.0,395,93.6,87.9,74.2,87.3,96.7,22,270,3.73,3.72,3.21,3.54,3.5,Video,59.5,94.7,100.0,89.0,99.6,92.9,Application Skills,20.9,Low,Application Exercise,20,2.81,76.8
10794,19,F,1,2.93,58.4,64.3,19.4,9.7,278,75.5,76.4,71.9,68.4,86.5,20,363,3.62,3.79,2.82,3.0,2.89,Video,49.3,81.7,94.5,75.9,74.2,91.8,Critical Thinking,30.1,Low,Critical Thinking Activity,20,4.29,70.5
10795,19,M,2,2.28,48.5,53.3,28.1,3.0,8,57.6,50.5,57.5,38.3,41.4,12,342,3.01,2.67,1.74,3.23,2.48,Video,48.2,72.6,57.9,49.1,49.0,49.1,Critical Thinking,43.5,Medium,Critical Thinking Activity,30,2.99,65.0
10796,24,M,4,2.19,55.6,81.2,14.8,9.7,354,71.6,80.6,80.5,64.8,73.7,32,411,2.89,3.37,2.16,2.79,3.28,Video,46.9,81.4,70.6,81.3,71.5,62.5,Advanced Topics,28.6,Low,Advanced Practice,20,3.15,72.0
10797,21,F,2,2.02,77.5,84.2,11.4,6.0,284,76.6,71.1,83.9,79.1,71.9,15,396,3.08,2.51,1.46,3.09,3.56,Video,57.0,75.3,78.1,83.6,96.8,83.4,Conceptual Understanding,21.3,Low,Concept Review,30,5.03,87.6
10798,23,F,4,2.38,59.8,56.5,22.4,4.5,181,61.3,71.0,69.4,62.8,58.6,20,410,3.08,2.82,2.25,2.83,2.58,Video,47.2,64.5,69.6,65.4,69.9,68.3,Conceptual Understanding,40.9,Medium,Concept Review,30,2.91,55.2
10799,22,F,1,3.51,86.9,80.1,9.5,13.1,419,100.0,100.0,85.2,100.0,99.4,29,399,4.03,4.55,1.81,3.8,4.21,Video,66.2,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,6.3,Low,Concept Review,20,3.65,100.0
10800,22,M,3,1.2,50.0,60.7,21.3,1.3,74,45.8,46.5,56.9,36.5,36.2,17,20,2.42,1.89,3.11,2.02,1.72,Video,16.4,68.0,45.5,38.2,60.3,52.6,Application Skills,61.0,High,Application Exercise,30,5.75,26.6
10801,24,M,4,3.32,76.7,79.4,14.9,6.8,233,77.0,86.0,87.8,58.8,71.2,28,382,3.64,2.62,2.62,3.06,3.45,Video,46.0,81.2,76.7,79.8,84.7,88.3,Problem Solving,31.5,Low,Practice Questions,25,3.24,74.8
10802,20,M,1,3.32,83.6,82.3,9.4,6.3,347,80.3,77.5,83.3,91.8,76.4,31,355,3.3,3.28,2.12,3.62,3.75,Video,48.1,100.0,95.3,100.0,88.7,100.0,Critical Thinking,18.6,Low,Critical Thinking Activity,20,0.96,87.0
10803,22,M,1,3.79,100.0,86.6,4.7,12.6,361,100.0,100.0,78.2,100.0,97.3,28,340,5.0,5.0,2.37,4.85,3.93,Video,73.3,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,6.1,Low,Concept Review,20,4.05,100.0
10804,20,F,2,2.87,61.8,80.8,9.5,8.7,210,82.9,77.9,74.2,72.5,73.2,31,364,3.89,3.48,1.08,3.05,3.59,Video,69.7,99.4,79.8,77.5,100.0,96.3,Application Skills,22.5,Low,Application Exercise,25,3.01,75.0
10805,21,M,1,2.55,74.7,74.4,15.6,10.1,292,76.4,83.9,74.9,77.1,84.3,17,414,3.44,3.79,3.15,3.47,2.96,Video,43.1,68.9,85.2,67.8,73.5,57.7,Advanced Topics,24.2,Low,Advanced Practice,20,4.72,82.5
10806,21,F,3,3.04,84.8,79.5,12.7,8.8,296,79.4,77.8,89.1,85.5,80.5,19,366,4.06,4.12,2.19,3.62,4.38,Video,77.3,97.2,84.9,95.6,75.4,93.7,Critical Thinking,19.4,Low,Critical Thinking Activity,25,6.29,82.9
10807,22,F,4,2.6,70.2,73.3,14.3,0.5,184,66.3,74.5,63.7,69.1,73.7,11,143,3.45,3.16,2.87,3.05,3.51,Video,54.7,77.7,83.0,92.0,82.7,58.2,Advanced Topics,35.5,Medium,Advanced Practice,25,4.92,67.9
10808,20,M,2,2.43,63.3,71.2,17.2,6.0,235,67.9,80.0,91.8,79.7,66.5,23,289,3.19,3.64,2.36,3.49,3.56,Video,40.8,100.0,65.3,68.3,75.9,95.5,Problem Solving,28.5,Low,Practice Questions,25,3.32,71.9
10809,24,M,1,2.47,81.3,77.4,7.9,8.3,243,72.8,75.0,74.3,82.1,72.2,26,321,2.89,3.3,3.45,2.67,3.56,Video,50.0,87.2,86.6,73.5,90.1,90.7,Application Skills,30.0,Low,Application Exercise,20,3.78,67.1
10810,20,F,2,1.97,30.0,68.9,17.3,6.3,234,49.1,57.2,66.1,35.6,46.5,1,75,2.56,1.79,3.68,2.18,2.48,Quiz,36.2,56.5,46.0,43.3,35.7,44.6,Critical Thinking,51.6,Medium,Critical Thinking Activity,25,2.29,52.8
10811,21,M,3,2.73,90.2,65.1,20.9,4.4,175,68.1,82.2,68.5,64.1,73.9,23,212,3.26,3.78,2.33,3.21,3.18,Video,45.3,75.9,66.5,76.2,72.6,67.4,Problem Solving,31.9,Low,Practice Questions,30,3.61,73.7
10812,21,M,1,2.88,52.0,97.2,0.0,4.4,195,64.1,63.7,81.1,67.1,67.6,25,208,2.66,2.85,2.66,3.28,3.8,Video,54.2,82.1,73.8,75.3,73.5,58.4,Advanced Topics,30.9,Low,Advanced Practice,25,5.79,73.6
10813,25,F,3,1.73,58.5,75.4,11.9,5.7,271,86.9,68.2,74.2,67.5,47.5,13,339,4.04,3.71,2.75,3.21,3.27,Video,52.8,80.6,74.7,61.1,81.8,60.0,Advanced Topics,27.5,Low,Advanced Practice,20,4.57,75.1
10814,22,M,3,3.98,94.4,100.0,0.0,16.3,533,100.0,100.0,100.0,100.0,100.0,48,520,4.39,4.82,2.13,5.0,4.95,Video,87.6,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,4.5,Low,Concept Review,20,7.38,100.0
10815,24,F,3,2.63,53.0,60.5,24.9,2.8,128,54.4,64.2,62.7,63.3,40.0,18,257,2.95,2.92,3.38,2.67,2.64,Video,28.3,78.1,68.1,60.2,56.6,34.7,Advanced Topics,41.6,Medium,Advanced Practice,30,3.45,63.9
10816,18,F,1,2.39,67.5,54.8,23.4,2.6,146,68.2,63.5,74.6,57.5,50.9,18,161,2.94,2.99,2.77,2.61,2.99,Video,29.6,74.0,63.8,79.9,69.8,69.6,Problem Solving,40.1,Medium,Practice Questions,25,4.35,63.6
10817,22,F,3,3.42,80.3,84.3,9.1,9.8,271,97.5,86.5,74.2,100.0,79.8,34,354,2.76,4.9,1.3,2.89,3.01,Video,47.7,100.0,100.0,95.8,100.0,94.1,Advanced Topics,9.6,Low,Advanced Practice,30,4.11,83.9
10818,23,M,1,2.3,49.2,66.4,19.7,0.5,74,54.8,47.0,61.0,27.9,34.6,6,179,1.04,1.51,3.12,1.14,1.0,Video,14.0,51.7,26.4,44.1,49.6,30.5,Problem Solving,57.8,Medium,Practice Questions,35,1.43,39.8
10819,22,M,1,3.16,53.6,70.3,19.4,2.1,121,63.5,63.6,61.4,60.1,55.2,11,104,2.84,2.54,3.65,2.87,2.71,Video,34.1,63.4,73.4,69.9,63.9,56.3,Advanced Topics,44.5,Medium,Advanced Practice,30,4.74,53.1
10820,24,F,4,1.81,67.0,79.8,10.8,4.8,218,79.7,68.7,91.5,59.6,64.4,19,332,3.63,3.02,1.74,3.0,2.88,Video,47.2,99.9,81.6,83.2,75.2,69.9,Advanced Topics,28.2,Low,Advanced Practice,20,2.56,78.2
10821,20,F,3,3.25,76.4,82.5,8.5,13.0,438,74.7,76.7,73.4,69.7,89.9,41,399,3.78,3.97,1.86,3.6,3.21,Video,59.4,70.4,89.5,81.4,66.8,86.1,Critical Thinking,21.2,Low,Critical Thinking Activity,20,2.96,86.0
10822,25,M,1,2.3,63.3,50.4,27.6,3.1,109,56.6,73.5,49.3,58.7,61.7,12,84,2.33,3.32,3.93,2.19,1.27,Video,18.7,54.1,63.0,69.9,73.3,56.8,Conceptual Understanding,46.6,Medium,Concept Review,30,0.0,53.5
10823,27,F,1,1.92,42.4,60.1,24.5,2.3,146,54.9,63.6,57.6,33.1,33.0,25,181,2.1,2.78,3.75,2.13,1.98,Video,20.3,44.9,28.5,32.6,35.2,27.8,Advanced Topics,52.5,Medium,Advanced Practice,25,2.17,51.4
10824,21,M,1,2.2,47.8,60.1,21.6,0.5,51,54.7,46.0,47.3,45.8,48.5,3,0,1.75,1.37,3.5,1.22,1.63,Quiz,16.5,54.3,41.9,58.2,51.7,40.8,Advanced Topics,58.0,Medium,Advanced Practice,25,0.0,32.4
10825,21,M,1,2.1,62.9,82.9,7.5,8.3,326,67.6,76.7,85.1,65.5,71.1,22,249,3.46,3.34,1.93,4.45,3.97,Video,63.1,88.6,66.8,80.7,71.8,72.8,Problem Solving,29.6,Low,Practice Questions,20,5.68,70.1
10826,25,F,1,2.51,68.6,67.7,14.7,4.1,162,67.3,60.9,57.7,69.2,58.4,12,207,2.68,1.73,2.58,2.84,2.33,Video,47.3,81.5,80.7,65.1,70.3,69.6,Application Skills,38.8,Medium,Application Exercise,25,2.96,59.7
10827,25,M,1,2.32,69.3,92.9,1.5,10.6,372,82.5,85.6,100.0,68.8,81.8,42,467,4.23,4.22,3.8,3.93,4.53,Video,59.9,86.9,93.7,88.6,97.5,68.5,Advanced Topics,20.2,Low,Advanced Practice,20,7.02,94.0
10828,20,F,2,3.14,66.2,82.9,11.1,9.4,315,82.6,82.7,76.6,86.0,81.5,27,410,3.47,4.24,2.52,3.88,4.05,Video,67.9,96.5,86.5,98.2,73.0,95.0,Critical Thinking,20.2,Low,Critical Thinking Activity,20,4.21,77.9
10829,21,M,3,1.2,43.8,49.6,27.1,1.8,48,52.6,46.0,57.2,36.5,45.6,10,155,2.49,1.7,2.55,2.0,1.0,Video,31.6,42.5,37.5,31.4,42.2,47.1,Application Skills,58.7,Medium,Application Exercise,30,1.2,31.3
10830,21,M,3,3.27,75.9,81.2,9.1,6.1,285,86.1,94.1,73.6,85.7,63.6,27,354,3.67,3.68,2.78,3.22,3.26,Video,59.6,95.8,96.1,100.0,91.0,80.1,Advanced Topics,23.8,Low,Advanced Practice,20,5.98,73.7
10831,19,M,3,2.55,76.0,62.1,19.4,5.0,244,69.4,74.6,88.5,67.3,70.2,26,385,3.77,3.56,1.66,4.4,3.13,Video,64.4,87.0,71.1,73.4,62.4,81.9,Critical Thinking,28.2,Low,Critical Thinking Activity,20,6.43,80.4
10832,19,F,1,2.77,74.0,78.5,12.0,5.9,228,77.1,78.9,79.4,72.2,93.4,22,341,3.05,3.69,3.51,3.3,3.52,Video,44.1,86.7,85.9,76.7,85.5,69.9,Advanced Topics,30.2,Low,Advanced Practice,20,2.94,71.8
10833,19,M,4,2.84,57.0,75.6,12.9,2.4,197,72.5,71.3,72.6,60.6,82.9,16,51,3.28,3.75,3.74,3.3,2.43,Quiz,49.0,80.7,78.5,81.4,73.3,44.6,Advanced Topics,37.1,Medium,Advanced Practice,30,3.53,64.9
10834,20,F,4,2.49,74.1,75.1,13.2,12.7,277,88.2,95.3,78.0,75.2,91.0,25,247,3.17,3.8,2.2,3.2,2.78,Video,38.4,100.0,100.0,92.1,76.8,95.0,Critical Thinking,20.1,Low,Critical Thinking Activity,20,3.61,84.7
10835,21,F,4,2.79,60.3,64.4,22.3,5.3,168,64.9,58.9,57.8,70.1,69.7,17,396,2.03,3.34,1.92,2.69,2.39,Video,26.8,75.7,86.5,76.7,64.2,67.8,Critical Thinking,33.9,Low,Critical Thinking Activity,25,3.01,63.4
10836,22,F,4,2.66,76.3,73.8,17.5,2.2,189,82.1,69.9,71.6,86.1,85.2,21,206,2.38,3.46,1.53,2.73,2.0,Video,33.9,100.0,97.9,99.9,91.8,77.7,Advanced Topics,23.8,Low,Advanced Practice,30,1.99,75.1
10837,25,M,4,2.98,67.5,66.4,15.3,7.1,283,83.0,91.5,74.6,71.2,91.7,35,425,3.09,3.39,1.06,3.73,3.88,Video,75.5,59.7,88.6,86.9,82.7,86.8,Conceptual Understanding,22.0,Low,Concept Review,20,7.27,84.7
10838,19,F,2,2.15,68.1,71.2,16.5,2.9,148,69.5,70.2,69.6,66.0,61.3,12,182,2.18,2.47,1.48,2.1,2.87,Video,42.8,62.9,74.3,79.3,75.5,74.8,Conceptual Understanding,35.3,Medium,Concept Review,25,0.56,61.4
10839,24,M,1,3.47,91.5,83.0,7.8,14.1,469,93.5,100.0,82.5,90.5,91.5,39,561,3.62,4.03,2.26,3.78,4.27,Video,60.4,100.0,100.0,100.0,98.5,100.0,Critical Thinking,12.7,Low,Critical Thinking Activity,20,4.5,93.3
10840,21,M,3,3.09,80.0,74.2,13.7,6.2,252,94.2,100.0,76.3,83.2,80.2,20,284,3.87,4.56,2.29,4.08,3.98,Video,66.9,100.0,98.4,100.0,100.0,89.5,Advanced Topics,16.6,Low,Advanced Practice,30,5.8,89.4
10841,21,F,3,2.53,77.1,86.8,7.9,10.3,273,68.2,90.1,85.2,87.7,100.0,32,622,3.85,3.87,1.75,4.12,3.9,Video,66.5,60.7,100.0,86.6,80.2,91.5,Conceptual Understanding,16.2,Low,Concept Review,25,5.73,92.1
10842,23,M,3,1.92,48.8,86.0,7.3,2.0,135,59.9,52.1,86.4,33.4,36.0,15,242,2.22,2.38,2.85,3.08,2.84,Video,31.3,51.6,54.6,40.6,40.8,44.6,Application Skills,49.6,Medium,Application Exercise,35,5.0,46.2
10843,19,F,2,1.36,46.7,72.2,15.8,4.2,242,61.9,56.2,66.8,44.7,45.8,18,183,2.73,2.86,3.97,3.26,2.48,Video,42.2,65.4,60.4,48.7,45.0,40.3,Advanced Topics,52.7,Medium,Advanced Practice,25,4.86,34.2
10844,22,M,1,2.93,74.3,82.6,10.9,7.6,242,76.6,72.6,93.0,79.6,63.8,31,216,3.23,3.42,2.89,3.06,3.53,Video,41.4,91.7,100.0,68.0,80.3,70.4,Application Skills,24.7,Low,Application Exercise,30,3.44,79.3
10845,22,M,2,3.29,56.9,67.1,18.7,0.5,77,72.8,74.5,65.6,36.1,61.0,1,303,2.4,2.71,2.11,2.78,2.07,Video,48.0,53.5,67.0,68.6,66.4,60.5,Conceptual Understanding,42.2,Medium,Concept Review,25,4.89,64.0
10846,23,F,4,3.32,68.6,64.5,18.2,4.4,144,65.2,71.8,64.9,68.5,50.9,19,208,3.77,2.84,3.01,2.73,2.35,Video,53.0,75.1,70.8,94.8,73.4,74.5,Problem Solving,36.3,Medium,Practice Questions,25,2.26,67.3
10847,22,M,3,2.65,66.5,71.6,14.4,5.2,195,76.6,85.4,86.2,72.9,70.9,17,320,3.79,3.53,1.32,3.68,3.12,Video,73.7,85.6,62.6,62.4,73.8,87.4,Application Skills,24.7,Low,Application Exercise,30,6.07,79.3
10848,27,F,2,3.61,77.6,92.8,1.1,11.6,344,100.0,100.0,90.4,100.0,79.0,35,526,3.58,5.0,2.69,4.04,3.94,Video,60.3,100.0,100.0,95.7,100.0,99.2,Application Skills,8.4,Low,Application Exercise,30,7.58,92.3
10849,20,F,1,2.21,70.6,66.7,16.6,6.9,286,94.9,70.4,67.8,66.9,73.6,21,306,1.82,3.68,4.02,3.42,2.43,Video,24.0,88.6,82.2,77.7,87.7,67.4,Advanced Topics,31.1,Low,Advanced Practice,20,4.21,69.5
10850,20,M,2,2.57,40.9,68.6,21.2,0.5,88,61.5,48.6,64.6,30.1,56.7,16,180,2.47,2.42,2.38,2.25,2.44,Video,23.9,45.2,48.6,51.4,83.0,47.7,Conceptual Understanding,48.9,Medium,Concept Review,25,2.55,54.0
10851,20,F,4,2.79,66.5,59.5,20.7,1.8,130,69.1,65.8,57.9,63.0,56.8,15,88,2.17,3.4,2.17,2.04,1.79,Video,23.1,74.9,58.2,53.4,60.1,63.1,Application Skills,37.6,Medium,Application Exercise,25,1.34,60.8
10852,20,F,3,1.98,72.2,92.0,2.0,2.9,153,55.3,58.1,65.3,52.9,55.5,26,209,2.32,2.65,2.66,3.46,3.33,Video,48.3,81.4,72.4,70.0,59.7,58.2,Advanced Topics,36.3,Medium,Advanced Practice,25,1.66,73.9
10853,20,F,3,2.83,54.8,87.8,7.3,5.2,204,71.0,73.0,84.7,62.8,63.7,26,385,3.55,3.23,1.24,3.45,3.74,Video,77.4,74.0,89.0,75.3,72.1,52.5,Advanced Topics,30.5,Low,Advanced Practice,20,5.77,65.1
10854,24,M,2,2.25,66.2,59.8,21.9,10.2,272,72.6,87.6,81.0,78.6,74.3,19,321,4.07,3.32,2.5,3.91,3.62,Video,57.9,82.3,93.6,72.1,72.2,90.9,Application Skills,26.7,Low,Application Exercise,30,2.85,78.0
10855,25,F,3,2.15,43.2,64.0,19.4,3.3,168,68.8,64.0,80.5,62.4,57.9,12,242,2.93,2.3,2.56,2.75,2.95,Video,42.2,55.0,73.6,63.2,61.5,47.9,Advanced Topics,41.6,Medium,Advanced Practice,30,2.25,53.4
10856,20,F,1,2.13,50.5,60.1,24.8,2.9,101,54.9,58.0,67.2,60.6,54.5,18,221,2.63,2.63,4.14,3.37,2.13,Video,28.9,70.1,82.7,69.6,53.7,59.8,Critical Thinking,45.7,Medium,Critical Thinking Activity,30,0.53,58.4
10857,20,M,3,2.08,59.3,81.2,11.4,6.7,343,69.2,77.9,90.1,71.0,82.2,27,456,3.81,3.71,1.87,4.09,4.52,Video,64.1,79.7,90.1,88.5,48.8,66.4,Critical Thinking,28.4,Low,Critical Thinking Activity,25,4.77,69.4
10858,23,M,2,2.67,53.3,59.3,21.3,5.9,240,68.3,75.3,72.4,54.5,56.1,23,109,2.98,2.95,1.96,2.77,2.32,Video,48.4,79.6,69.5,57.1,59.6,48.1,Advanced Topics,39.9,Medium,Advanced Practice,25,3.11,55.4
10859,20,F,2,1.2,30.0,90.3,4.5,3.7,113,37.8,43.6,75.1,27.6,33.9,14,166,3.27,1.58,1.79,2.6,2.68,Video,43.8,39.6,59.6,49.4,60.4,44.1,Conceptual Understanding,53.9,Medium,Concept Review,30,3.69,40.6
10860,23,F,3,3.14,99.0,100.0,0.0,9.8,373,100.0,83.8,100.0,100.0,100.0,42,491,4.5,4.27,2.36,4.54,4.64,Video,80.9,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,6.0,Low,Concept Review,25,5.24,100.0
